Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-08-20,23:35:49,"""CNR5933641""",Incomplete,"""CID7079295""",Bike,Hero Honda Chowk,Nehru Place,4.0,12.7,,,,,1.0,Vehicle Breakdown,85.0,14.03,,,UPI
2024-06-22,08:02:59,"""CNR1943004""",Completed,"""CID6811845""",Go Sedan,Jor Bagh,Munirka,5.0,28.7,,,,,,,235.0,10.82,4.2,4.8,Debit Card
2024-06-28,11:39:50,"""CNR6991436""",Cancelled by Customer,"""CID5251327""",Go Sedan,Kherki Daula Toll,Akshardham,13.3,,1.0,Wrong Address,,,,,,,,,
2024-08-05,20:52:02,"""CNR7081017""",Completed,"""CID1876060""",Go Mini,Lok Kalyan Marg,Tilak Nagar,9.6,23.7,,,,,,,381.0,22.34,3.5,3.7,Cash
2024-07-17,19:28:17,"""CNR9001514""",Cancelled by Driver,"""CID9338265""",Go Sedan,New Colony,MG Road,4.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-26,13:07:31,"""CNR9681610""",Completed,"""CID6705780""",Premier Sedan,Shastri Park,Indraprastha,10.6,17.5,,,,,,,388.0,23.23,4.8,4.5,Debit Card
2024-12-20,11:21:52,"""CNR4954722""",Completed,"""CID4592947""",Bike,Inderlok,Laxmi Nagar,2.7,32.5,,,,,,,310.0,26.31,3.0,4.8,UPI
2024-04-26,08:31:38,"""CNR4383497""",Completed,"""CID5007765""",eBike,Faridabad Sector 15,Maidan Garhi,11.7,30.7,,,,,,,498.0,33.78,4.6,5.0,Uber Wallet
2024-04-01,18:26:18,"""CNR1611971""",Completed,"""CID4753683""",Go Mini,Vaishali,Ardee City,2.1,27.2,,,,,,,123.0,16.84,4.6,4.3,Cash
2024-02-15,18:26:05,"""CNR7261404""",Completed,"""CID1372336""",Premier Sedan,Bhiwadi,Sushant Lok,11.4,41.7,,,,,,,945.0,7.92,4.5,4.6,Uber Wallet
2024-12-09,05:05:41,"""CNR1641171""",Completed,"""CID4815676""",Go Sedan,Tilak Nagar,Meerut,13.7,42.3,,,,,,,191.0,43.47,4.2,4.4,Credit Card
2024-04-05,08:26:26,"""CNR8031735""",Completed,"""CID5541327""",Go Sedan,Gurgaon Railway Station,Shahdara,5.6,29.0,,,,,,,614.0,6.35,3.8,4.6,Debit Card
2024-06-29,17:41:24,"""CNR7322347""",Cancelled by Driver,"""CID6977304""",Go Mini,Sultanpur,Bhikaji Cama Place,3.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-08,18:03:48,"""CNR8732185""",Cancelled by Customer,"""CID3774508""",Go Mini,Okhla,Tagore Garden,16.2,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-06-30,09:53:36,"""CNR5179903""",No Driver Found,"""CID3034111""",Go Mini,Lal Quila,Mayur Vihar,,,,,,,,,,,,,
2024-09-08,18:23:25,"""CNR6173447""",Incomplete,"""CID9650717""",Go Mini,Sushant Lok,Pitampura,8.8,27.6,,,,,1.0,Vehicle Breakdown,200.0,8.86,,,UPI
2024-02-23,23:05:12,"""CNR9321749""",Cancelled by Driver,"""CID8913124""",Go Mini,Civil Lines Gurgaon,Lal Quila,3.1,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-18,15:29:38,"""CNR1258550""",Cancelled by Driver,"""CID7385963""",Auto,Subhash Chowk,Saidulajab,9.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-09-18,13:12:44,"""CNR2838235""",No Driver Found,"""CID9493981""",Go Sedan,Janakpuri,Shastri Nagar,,,,,,,,,,,,,
2024-10-14,10:00:09,"""CNR4624515""",Cancelled by Customer,"""CID9776855""",Go Mini,Ashok Vihar,Lajpat Nagar,14.4,,1.0,AC is not working,,,,,,,,,
2024-10-16,19:30:36,"""CNR2837016""",Completed,"""CID7077011""",Uber XL,Ambience Mall,Dilshad Garden,8.3,40.9,,,,,,,574.0,26.65,3.8,4.5,UPI
2024-09-18,06:51:15,"""CNR7361822""",Completed,"""CID3334408""",Go Mini,Moti Nagar,Keshav Puram,3.7,44.8,,,,,,,55.0,18.16,3.3,3.7,Cash
2024-10-20,01:13:38,"""CNR6041823""",Completed,"""CID7872166""",Premier Sedan,Chanakyapuri,Aya Nagar,13.9,18.9,,,,,,,1114.0,17.56,4.5,4.9,Debit Card
2024-06-18,11:58:01,"""CNR5892851""",Completed,"""CID7612196""",eBike,Ramesh Nagar,Saidulajab,7.6,40.4,,,,,,,396.0,27.27,4.4,4.2,Debit Card
2024-02-03,21:20:59,"""CNR3268827""",Completed,"""CID5411211""",Premier Sedan,Peeragarhi,Lok Kalyan Marg,2.8,37.6,,,,,,,1105.0,9.54,4.0,3.8,UPI
2024-10-05,05:43:50,"""CNR7074786""",Incomplete,"""CID7039338""",Auto,Kirti Nagar,Jama Masjid,3.2,16.0,,,,,1.0,Customer Demand,494.0,13.16,,,Debit Card
2024-11-12,19:38:09,"""CNR8807462""",Cancelled by Driver,"""CID9485433""",Auto,IFFCO Chowk,Ashok Vihar,7.5,,,,1.0,More than permitted people in there,,,,,,,
2024-10-25,02:10:13,"""CNR9333300""",Completed,"""CID6594959""",Premier Sedan,Ashok Vihar,Faridabad Sector 15,10.0,41.1,,,,,,,944.0,40.77,4.2,4.6,UPI
2024-11-27,06:37:38,"""CNR8140174""",Cancelled by Driver,"""CID1967912""",Premier Sedan,Panipat,Satguru Ram Singh Marg,11.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-29,21:17:51,"""CNR9658946""",Completed,"""CID8152721""",Go Mini,Pragati Maidan,Preet Vihar,3.0,24.1,,,,,,,135.0,7.97,4.2,4.7,Cash
2024-06-04,00:52:51,"""CNR9761778""",Completed,"""CID4629069""",Auto,Jasola,Vidhan Sabha,12.1,20.4,,,,,,,890.0,31.99,4.3,4.2,Debit Card
2024-08-06,09:09:40,"""CNR7740889""",Incomplete,"""CID9820312""",eBike,Peeragarhi,Jor Bagh,9.7,10.5,,,,,1.0,Other Issue,911.0,11.16,,,UPI
2024-07-14,12:45:28,"""CNR7387203""",Incomplete,"""CID3411571""",Go Mini,Ashram,Botanical Garden,5.4,23.7,,,,,1.0,Other Issue,1149.0,15.27,,,Debit Card
2024-01-12,21:59:21,"""CNR5412862""",Cancelled by Customer,"""CID3260363""",Premier Sedan,Karkarduma,Bhikaji Cama Place,10.7,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-11-16,17:08:30,"""CNR2672061""",Completed,"""CID4198929""",Premier Sedan,Narsinghpur,Shastri Park,13.4,32.9,,,,,,,983.0,32.75,3.9,4.6,Uber Wallet
2024-09-18,10:15:54,"""CNR2838044""",Completed,"""CID1261110""",Auto,Uttam Nagar,Madipur,11.4,38.0,,,,,,,815.0,2.91,4.3,4.3,Cash
2024-08-28,04:35:36,"""CNR3605069""",Completed,"""CID9620620""",Go Sedan,Sikanderpur,Kherki Daula Toll,6.7,40.8,,,,,,,437.0,12.55,3.3,4.9,UPI
2024-02-12,11:03:22,"""CNR7075954""",No Driver Found,"""CID3015167""",Auto,Gwal Pahari,Arjangarh,,,,,,,,,,,,,
2024-12-25,22:07:21,"""CNR9911292""",Completed,"""CID5329359""",Auto,Patel Chowk,Welcome,3.5,15.5,,,,,,,664.0,47.1,3.7,5.0,Credit Card
2024-02-27,16:31:05,"""CNR2498094""",Completed,"""CID7968031""",Bike,Mehrauli,New Colony,7.0,30.7,,,,,,,724.0,43.91,4.4,4.3,UPI
2024-11-24,14:15:21,"""CNR3065100""",Completed,"""CID7588838""",Auto,Noida Sector 18,Sarai Kale Khan,5.8,34.1,,,,,,,239.0,31.45,3.1,4.2,UPI
2024-12-17,10:40:28,"""CNR9616613""",Completed,"""CID5640188""",Go Sedan,Botanical Garden,Jahangirpuri,11.2,20.5,,,,,,,425.0,23.11,4.4,4.9,Credit Card
2024-01-12,04:40:48,"""CNR3873233""",Completed,"""CID5531606""",Go Mini,Meerut,Sikanderpur,8.6,27.4,,,,,,,489.0,32.26,4.7,4.6,UPI
2024-05-15,17:51:14,"""CNR2690481""",Completed,"""CID8587412""",Go Mini,Green Park,Noida Film City,11.9,42.7,,,,,,,605.0,41.74,4.6,3.7,Uber Wallet
2024-03-28,21:53:53,"""CNR5780712""",Completed,"""CID6608157""",Premier Sedan,Shastri Nagar,Bahadurgarh,6.6,20.1,,,,,,,471.0,24.98,3.8,5.0,UPI
2024-05-10,14:53:47,"""CNR8856527""",Completed,"""CID3112534""",eBike,Model Town,Ashok Park Main,11.8,32.5,,,,,,,504.0,30.46,4.3,4.5,Uber Wallet
2024-04-02,06:38:48,"""CNR9760149""",Cancelled by Driver,"""CID3632732""",Go Sedan,Badshahpur,Mandi House,8.8,,,,1.0,Customer related issue,,,,,,,
2024-01-26,09:44:51,"""CNR1738537""",Completed,"""CID5336943""",Auto,Uttam Nagar,Sushant Lok,7.1,39.5,,,,,,,1548.0,24.51,4.1,4.7,Cash
2024-07-05,14:47:52,"""CNR9225401""",Completed,"""CID6351880""",Go Sedan,Saket A Block,Vasant Kunj,4.6,21.0,,,,,,,142.0,12.32,4.5,4.6,UPI
2024-08-16,17:10:17,"""CNR9732290""",Completed,"""CID3922828""",Auto,Sonipat,Jor Bagh,7.3,32.2,,,,,,,452.0,3.5,4.1,4.5,UPI
2024-02-27,07:21:40,"""CNR6050371""",Cancelled by Driver,"""CID8212914""",Auto,Raj Nagar Extension,Janakpuri,3.6,,,,1.0,More than permitted people in there,,,,,,,
2024-03-19,07:57:19,"""CNR9621413""",Completed,"""CID4953899""",eBike,Jahangirpuri,New Colony,9.6,21.0,,,,,,,465.0,19.4,4.8,4.3,UPI
2024-01-18,12:57:44,"""CNR8378533""",Completed,"""CID4431898""",Go Mini,Ramesh Nagar,Delhi Gate,14.5,40.1,,,,,,,499.0,6.7,4.3,4.6,UPI
2024-09-24,15:14:48,"""CNR9599154""",Cancelled by Customer,"""CID2878302""",Go Mini,Golf Course Road,Udyog Vihar,10.7,,1.0,Change of plans,,,,,,,,,
2024-09-26,15:32:29,"""CNR9927875""",Completed,"""CID4853885""",Go Mini,Chandni Chowk,Arjangarh,10.3,36.5,,,,,,,150.0,24.89,5.0,4.6,UPI
2024-05-05,10:32:20,"""CNR8751378""",Completed,"""CID4977850""",Auto,New Delhi Railway Station,Tilak Nagar,5.7,36.6,,,,,,,1376.0,36.63,3.0,4.2,Uber Wallet
2024-09-20,19:34:18,"""CNR2073621""",Completed,"""CID8852307""",Go Mini,Vatika Chowk,Paharganj,2.9,24.2,,,,,,,616.0,47.43,3.8,4.7,Cash
2024-02-13,21:53:49,"""CNR3703280""",Cancelled by Driver,"""CID6692075""",Bike,Kanhaiya Nagar,Rajiv Nagar,6.9,,,,1.0,More than permitted people in there,,,,,,,
2024-11-02,08:10:42,"""CNR4513700""",Completed,"""CID9843092""",Go Sedan,Palam Vihar,Gurgaon Sector 29,8.6,36.8,,,,,,,106.0,17.62,3.3,4.9,Uber Wallet
2024-03-19,21:30:08,"""CNR8742244""",Completed,"""CID4100493""",Auto,Bahadurgarh,IIT Delhi,11.3,21.8,,,,,,,140.0,31.91,3.2,4.5,UPI
2024-12-13,10:14:48,"""CNR6056363""",Completed,"""CID7513305""",Auto,Punjabi Bagh,Pragati Maidan,2.3,30.5,,,,,,,324.0,9.49,3.9,4.5,UPI
2024-06-27,21:25:43,"""CNR3628594""",Completed,"""CID6520937""",Auto,Kanhaiya Nagar,Subhash Nagar,4.2,23.8,,,,,,,913.0,11.73,4.2,4.9,Debit Card
2024-12-06,15:32:38,"""CNR6632956""",Completed,"""CID2456837""",eBike,Badarpur,Raj Nagar Extension,3.9,36.8,,,,,,,582.0,49.02,4.6,4.8,UPI
2024-03-01,22:53:12,"""CNR3551969""",Cancelled by Customer,"""CID7119536""",Bike,Punjabi Bagh,Inderlok,17.9,,1.0,Change of plans,,,,,,,,,
2024-03-16,17:13:25,"""CNR1688437""",Completed,"""CID2603390""",Auto,Hero Honda Chowk,Kirti Nagar,7.7,33.7,,,,,,,273.0,47.15,4.3,4.1,UPI
2024-06-14,13:36:53,"""CNR9212392""",Cancelled by Driver,"""CID7277930""",Bike,Cyber Hub,Bhikaji Cama Place,10.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-07,16:35:15,"""CNR8919052""",Completed,"""CID8147248""",Go Mini,Janakpuri,Rajiv Chowk,6.9,19.9,,,,,,,77.0,20.06,4.3,4.5,UPI
2024-05-11,19:11:38,"""CNR6728038""",Cancelled by Driver,"""CID1676134""",eBike,Rajiv Chowk,Nirman Vihar,3.8,,,,1.0,More than permitted people in there,,,,,,,
2024-06-26,14:40:55,"""CNR8858193""",Completed,"""CID6175363""",Go Mini,Shahdara,Jhilmil,13.1,30.0,,,,,,,70.0,36.67,4.4,3.9,Uber Wallet
2024-09-06,19:37:38,"""CNR2450048""",Completed,"""CID1873136""",Auto,Ashram,Keshav Puram,14.0,24.3,,,,,,,821.0,7.05,4.6,4.3,Debit Card
2024-10-13,02:22:51,"""CNR9466802""",Completed,"""CID6614973""",Go Mini,Hauz Khas,Uttam Nagar,7.2,31.3,,,,,,,1696.0,42.72,4.6,4.2,UPI
2024-11-25,17:00:06,"""CNR9261390""",Completed,"""CID2794379""",Go Mini,Udyog Vihar,Kanhaiya Nagar,6.3,44.6,,,,,,,454.0,45.26,4.3,4.6,Cash
2024-11-19,13:43:14,"""CNR1104069""",Cancelled by Driver,"""CID4627443""",Bike,Janakpuri,Qutub Minar,7.7,,,,1.0,Personal & Car related issues,,,,,,,
2024-09-16,19:53:09,"""CNR5904842""",Completed,"""CID2132770""",Go Mini,Anand Vihar,Tilak Nagar,11.1,24.5,,,,,,,479.0,15.62,4.3,4.3,UPI
2024-04-15,02:26:53,"""CNR3134435""",Completed,"""CID1253156""",Auto,Delhi Gate,INA Market,12.1,30.8,,,,,,,187.0,49.64,4.7,3.7,Debit Card
2024-10-14,22:29:06,"""CNR9621022""",Cancelled by Driver,"""CID3173327""",Auto,Shahdara,Noida Sector 18,5.2,,,,1.0,More than permitted people in there,,,,,,,
2024-05-07,09:27:02,"""CNR2292060""",Completed,"""CID6776340""",Go Mini,Badarpur,Greater Kailash,13.2,36.8,,,,,,,164.0,15.02,4.4,4.2,UPI
2024-08-09,22:13:20,"""CNR7570842""",Completed,"""CID7381347""",Premier Sedan,Gurgaon Sector 29,Sohna Road,13.5,36.0,,,,,,,266.0,14.34,4.1,3.9,Cash
2024-10-23,08:45:17,"""CNR5706832""",No Driver Found,"""CID1342190""",Auto,IGI Airport,Vatika Chowk,,,,,,,,,,,,,
2024-10-24,19:26:45,"""CNR7702621""",Completed,"""CID5601041""",eBike,Udyog Vihar,Narsinghpur,4.5,29.8,,,,,,,389.0,35.92,4.4,4.2,Cash
2024-09-25,18:21:33,"""CNR4489068""",Completed,"""CID7639278""",Bike,Ramesh Nagar,Pataudi Chowk,4.3,17.9,,,,,,,533.0,45.82,3.6,3.3,UPI
2024-08-29,08:36:04,"""CNR7432054""",Completed,"""CID6628550""",Go Mini,Badshahpur,Basai Dhankot,14.1,23.4,,,,,,,517.0,41.57,4.3,4.6,UPI
2024-07-10,11:11:23,"""CNR6415519""",Completed,"""CID3894972""",Go Mini,Govindpuri,Udyog Vihar Phase 4,10.7,33.6,,,,,,,441.0,21.12,3.9,4.2,Credit Card
2024-08-27,18:25:46,"""CNR3726142""",Completed,"""CID2655159""",eBike,Barakhamba Road,Uttam Nagar,11.2,28.4,,,,,,,111.0,46.62,4.2,3.3,UPI
2024-04-20,20:24:16,"""CNR4503811""",Completed,"""CID7525844""",Bike,Chirag Delhi,Rohini East,6.0,25.8,,,,,,,213.0,49.73,4.4,4.6,UPI
2024-01-31,21:52:47,"""CNR8080517""",Cancelled by Driver,"""CID2645694""",Bike,Netaji Subhash Place,New Delhi Railway Station,11.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-03-27,21:25:14,"""CNR5865992""",Completed,"""CID4264660""",Bike,Paharganj,Mansarovar Park,14.5,19.9,,,,,,,189.0,8.47,4.6,4.9,Cash
2024-03-10,11:58:32,"""CNR2969047""",Cancelled by Driver,"""CID9767726""",Bike,Nawada,Lajpat Nagar,9.8,,,,1.0,More than permitted people in there,,,,,,,
2024-10-17,03:47:02,"""CNR2928242""",Cancelled by Driver,"""CID3651808""",Auto,Gurgaon Sector 29,Mehrauli,9.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-07-07,18:11:50,"""CNR5248383""",Cancelled by Driver,"""CID1855465""",Go Mini,Khandsa,Jor Bagh,5.2,,,,1.0,Customer related issue,,,,,,,
2024-09-03,13:53:09,"""CNR8709937""",Cancelled by Driver,"""CID5495095""",Auto,Govindpuri,Shastri Nagar,5.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-21,18:24:52,"""CNR3586050""",Completed,"""CID2794468""",Auto,Gurgaon Railway Station,Chirag Delhi,10.4,33.1,,,,,,,299.0,23.46,4.4,4.6,Debit Card
2024-06-04,19:27:20,"""CNR2409491""",No Driver Found,"""CID5241759""",Go Sedan,Vinobapuri,Noida Sector 18,,,,,,,,,,,,,
2024-05-03,17:59:40,"""CNR5027942""",Completed,"""CID2897021""",Premier Sedan,Civil Lines Gurgaon,Saket A Block,4.9,15.7,,,,,,,287.0,30.58,3.9,4.7,Cash
2024-06-07,17:49:53,"""CNR5328707""",Cancelled by Driver,"""CID7120848""",Go Sedan,Ardee City,Kashmere Gate ISBT,6.4,,,,1.0,More than permitted people in there,,,,,,,
2024-10-04,16:40:58,"""CNR3232608""",Completed,"""CID7340796""",Go Mini,Vasant Kunj,Shastri Nagar,10.4,20.0,,,,,,,943.0,29.37,3.8,4.2,UPI
2024-07-21,11:43:00,"""CNR7816350""",Incomplete,"""CID1909502""",Go Mini,Aya Nagar,Vaishali,8.7,12.1,,,,,1.0,Other Issue,1185.0,18.28,,,Cash
2024-10-14,15:22:29,"""CNR1776593""",Cancelled by Driver,"""CID8120045""",Go Mini,Shivaji Park,Ashok Vihar,11.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-13,19:51:20,"""CNR3942337""",Completed,"""CID8664990""",Uber XL,Anand Vihar,Welcome,13.6,44.5,,,,,,,429.0,13.4,4.9,4.9,UPI
2024-04-21,15:41:18,"""CNR4150274""",Completed,"""CID7217142""",Go Mini,Kashmere Gate ISBT,Lal Quila,2.2,26.4,,,,,,,771.0,17.46,5.0,4.8,UPI
2024-03-15,15:46:22,"""CNR8208677""",Completed,"""CID7350688""",Auto,Rohini,Preet Vihar,5.0,24.7,,,,,,,82.0,48.57,3.9,4.0,UPI
2024-10-25,07:19:16,"""CNR2752985""",Completed,"""CID5053685""",Go Mini,Manesar,Paharganj,2.3,35.7,,,,,,,748.0,19.09,4.4,3.7,Cash
2024-12-20,19:12:09,"""CNR8831490""",Cancelled by Driver,"""CID1874189""",Bike,Raj Nagar Extension,Vidhan Sabha,5.6,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-12,17:58:24,"""CNR2783871""",Completed,"""CID6203918""",Go Sedan,Khan Market,Badarpur,14.6,44.0,,,,,,,517.0,38.91,3.8,4.4,Cash
2024-01-09,23:02:50,"""CNR9494648""",Completed,"""CID1561415""",eBike,Old Gurgaon,Shahdara,9.7,36.2,,,,,,,903.0,32.49,4.6,4.2,UPI
2024-08-29,11:18:15,"""CNR9831397""",Cancelled by Driver,"""CID5657772""",Uber XL,Mehrauli,Rohini East,6.1,,,,1.0,Customer related issue,,,,,,,
2024-07-20,23:15:32,"""CNR3169589""",Cancelled by Driver,"""CID3817196""",eBike,Tughlakabad,Gwal Pahari,8.2,,,,1.0,Customer related issue,,,,,,,
2024-08-23,10:05:04,"""CNR4685691""",Cancelled by Driver,"""CID7991259""",Premier Sedan,Nawada,Laxmi Nagar,8.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-05-05,03:05:06,"""CNR5181442""",Cancelled by Driver,"""CID5527282""",eBike,Sushant Lok,Gurgaon Sector 29,3.3,,,,1.0,More than permitted people in there,,,,,,,
2024-08-24,17:21:59,"""CNR1867369""",Completed,"""CID2779283""",Go Sedan,ITO,Vidhan Sabha,8.5,27.2,,,,,,,265.0,36.12,4.5,4.6,UPI
2024-11-03,18:33:44,"""CNR8068551""",Completed,"""CID1702215""",eBike,Qutub Minar,Dwarka Mor,7.0,29.3,,,,,,,602.0,24.39,4.4,4.2,UPI
2024-04-19,18:33:55,"""CNR3389532""",Completed,"""CID6145587""",Auto,Sohna Road,Ghitorni Village,4.9,17.8,,,,,,,209.0,16.36,4.1,4.6,Credit Card
2024-03-18,17:49:46,"""CNR7802216""",Completed,"""CID8388973""",Bike,Khan Market,Palam Vihar,6.6,29.6,,,,,,,428.0,25.87,4.2,4.9,UPI
2024-05-03,09:56:48,"""CNR5086487""",Completed,"""CID3020527""",Premier Sedan,Panchsheel Park,Peeragarhi,6.6,36.4,,,,,,,875.0,19.41,3.1,4.8,Cash
2024-09-16,19:21:08,"""CNR1465137""",Completed,"""CID6400757""",Bike,Aya Nagar,Pitampura,11.5,26.6,,,,,,,242.0,5.89,4.6,4.9,Cash
2024-11-25,18:23:19,"""CNR4294970""",No Driver Found,"""CID4422739""",Auto,Chhatarpur,Jor Bagh,,,,,,,,,,,,,
2024-11-04,08:27:40,"""CNR7928515""",Completed,"""CID2224411""",Go Sedan,Greater Noida,Shastri Nagar,8.1,36.2,,,,,,,236.0,39.79,4.2,4.2,UPI
2024-02-22,08:02:10,"""CNR8871587""",Cancelled by Driver,"""CID2209710""",Go Sedan,Narsinghpur,Preet Vihar,5.8,,,,1.0,More than permitted people in there,,,,,,,
2024-12-30,09:59:23,"""CNR7916586""",Completed,"""CID2066885""",eBike,Ambience Mall,Pataudi Chowk,8.9,35.4,,,,,,,974.0,13.32,4.2,4.8,Uber Wallet
2024-09-26,14:34:57,"""CNR2368155""",Completed,"""CID1889734""",Go Mini,Aya Nagar,Mandi House,11.7,36.4,,,,,,,419.0,21.9,4.2,3.7,Cash
2024-04-27,09:36:47,"""CNR7625974""",Completed,"""CID4098558""",Go Sedan,Ashok Park Main,Khandsa,5.1,19.5,,,,,,,1425.0,29.16,4.6,3.5,UPI
2024-04-25,10:55:41,"""CNR2289258""",Completed,"""CID4599503""",Go Sedan,Vasant Kunj,Dwarka Mor,11.9,42.2,,,,,,,383.0,27.4,3.3,4.2,UPI
2024-07-20,13:48:31,"""CNR1827554""",Completed,"""CID4313217""",Premier Sedan,Khan Market,Vidhan Sabha,13.3,41.7,,,,,,,666.0,29.21,4.9,4.6,Cash
2024-01-30,18:19:28,"""CNR2242827""",Completed,"""CID3575259""",Go Sedan,Rajiv Chowk,Bhikaji Cama Place,9.2,30.4,,,,,,,462.0,4.76,4.8,5.0,Cash
2024-10-09,05:00:05,"""CNR1848627""",Cancelled by Driver,"""CID5343180""",Go Mini,Kanhaiya Nagar,Karol Bagh,9.0,,,,1.0,More than permitted people in there,,,,,,,
2024-03-05,14:53:59,"""CNR7289172""",Completed,"""CID6407759""",Auto,Sonipat,Paharganj,14.3,40.6,,,,,,,471.0,10.9,3.3,4.7,Cash
2024-07-17,14:31:09,"""CNR1193029""",Cancelled by Driver,"""CID4795284""",Premier Sedan,Udyog Bhawan,Raj Nagar Extension,10.7,,,,1.0,Customer related issue,,,,,,,
2024-05-07,20:20:54,"""CNR9846516""",Incomplete,"""CID6348896""",Go Sedan,Green Park,Akshardham,7.2,17.3,,,,,1.0,Vehicle Breakdown,931.0,12.94,,,UPI
2024-06-14,19:38:48,"""CNR6745511""",Completed,"""CID5570084""",Auto,Saket A Block,Noida Film City,9.1,40.6,,,,,,,123.0,14.31,4.2,4.0,UPI
2024-09-07,23:23:14,"""CNR3011778""",Completed,"""CID5013135""",Go Mini,Azadpur,ITO,7.6,35.3,,,,,,,513.0,43.63,4.3,4.2,Cash
2024-11-07,07:29:20,"""CNR1668689""",Cancelled by Customer,"""CID7990237""",Go Sedan,Mayur Vihar,Janakpuri,17.0,,1.0,Change of plans,,,,,,,,,
2024-10-15,12:24:44,"""CNR6249531""",Completed,"""CID2018818""",Premier Sedan,Huda City Centre,Civil Lines Gurgaon,3.5,39.8,,,,,,,61.0,49.02,4.1,4.8,UPI
2024-11-13,09:51:09,"""CNR7930676""",Completed,"""CID6031149""",Premier Sedan,Sarojini Nagar,Malviya Nagar,13.5,31.1,,,,,,,674.0,45.39,3.8,4.9,Credit Card
2024-11-16,05:05:51,"""CNR8365997""",No Driver Found,"""CID6901014""",Go Sedan,Adarsh Nagar,Ashok Park Main,,,,,,,,,,,,,
2024-11-23,21:05:54,"""CNR2593248""",Completed,"""CID6975897""",Auto,Rohini East,Shastri Park,2.2,19.6,,,,,,,646.0,13.53,4.4,4.5,Cash
2024-07-19,11:39:58,"""CNR7578111""",Completed,"""CID9197002""",Auto,Ambience Mall,Cyber Hub,10.4,26.7,,,,,,,831.0,30.37,4.4,4.5,UPI
2024-04-10,10:49:13,"""CNR3523677""",Cancelled by Customer,"""CID3553545""",Auto,Hero Honda Chowk,INA Market,19.7,,1.0,Change of plans,,,,,,,,,
2024-05-23,07:31:53,"""CNR6023663""",No Driver Found,"""CID5051136""",Premier Sedan,Ashram,Akshardham,,,,,,,,,,,,,
2024-04-29,21:07:43,"""CNR5185372""",Cancelled by Driver,"""CID4822362""",Go Sedan,Rithala,Vatika Chowk,11.0,,,,1.0,More than permitted people in there,,,,,,,
2024-06-23,12:00:11,"""CNR8279449""",Completed,"""CID8160944""",Premier Sedan,Vidhan Sabha,Patel Chowk,9.5,38.8,,,,,,,1266.0,37.34,3.5,4.9,UPI
2024-12-13,20:56:35,"""CNR7779620""",Completed,"""CID1716926""",Go Sedan,Munirka,India Gate,13.8,23.9,,,,,,,338.0,45.71,4.2,3.7,Cash
2024-10-29,08:00:04,"""CNR7950346""",Completed,"""CID5918457""",Go Mini,Saket,New Delhi Railway Station,11.3,32.9,,,,,,,180.0,19.27,4.4,4.8,Cash
2024-05-30,19:46:48,"""CNR9507888""",Completed,"""CID8942908""",Auto,Old Gurgaon,Pitampura,6.0,29.9,,,,,,,664.0,6.66,4.9,4.1,Cash
2024-05-30,21:49:09,"""CNR6375887""",Cancelled by Driver,"""CID7281424""",Go Sedan,Azadpur,Yamuna Bank,6.6,,,,1.0,Customer related issue,,,,,,,
2024-07-01,06:43:47,"""CNR1442358""",Completed,"""CID2754274""",Premier Sedan,Samaypur Badli,Bahadurgarh,8.1,32.9,,,,,,,826.0,34.57,3.3,4.6,UPI
2024-06-23,17:59:26,"""CNR8758202""",Completed,"""CID7455793""",Premier Sedan,Nawada,Mehrauli,13.6,22.0,,,,,,,709.0,33.56,4.3,4.1,Uber Wallet
2024-01-19,18:14:01,"""CNR8352438""",Completed,"""CID2735089""",Bike,RK Puram,Paschim Vihar,2.6,21.0,,,,,,,479.0,45.11,4.2,3.9,Uber Wallet
2024-09-22,11:42:22,"""CNR7351822""",Completed,"""CID2369854""",Premier Sedan,Rohini West,Green Park,12.1,24.5,,,,,,,402.0,27.37,4.7,4.9,UPI
2024-05-26,09:33:55,"""CNR6359159""",Cancelled by Customer,"""CID7507243""",Auto,Chhatarpur,Akshardham,10.4,,1.0,Wrong Address,,,,,,,,,
2024-07-13,17:43:30,"""CNR6156862""",Incomplete,"""CID4236700""",eBike,Moti Nagar,Mayur Vihar,5.0,21.3,,,,,1.0,Customer Demand,381.0,3.52,,,Credit Card
